作業/判定,タイムスタンプ,読Qネーム,年齢,都道府県,市町村,読Q本ID,検出書籍名,著者,ジャンルから,検索方法,アクション
ISBNから,2021-08-29 10:44:23,suzu05541s,23,神奈川県,藤沢市,dq62,注文の多い料理店,宮沢 賢治,,,詳細を見る,
